Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,is high demand (product.metafields.custom.is_high_demand),is hot right now (product.metafields.custom.is_hot_right_now),is selling fast (product.metafields.custom.is_selling_fast),Product Video URL (product.metafields.custom.product_video_url),Accessory size (product.metafields.shopify.accessory-size),Age group (product.metafields.shopify.age-group),Allergen information (product.metafields.shopify.allergen-information),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Bag type (product.metafields.shopify.bag-type),Boot style (product.metafields.shopify.boot-style),Caffeine content (product.metafields.shopify.caffeine-content),Carry options (product.metafields.shopify.carry-options),Closure type (product.metafields.shopify.closure-type),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Features (product.metafields.shopify.features),Fit type (product.metafields.shopify.fit-type),Flavor (product.metafields.shopify.flavor),Flour/Grain type (product.metafields.shopify.flour-grain-type),Gear material (product.metafields.shopify.gear-material),Handwear material (product.metafields.shopify.handwear-material),Heel height type (product.metafields.shopify.heel-height-type),Item condition (product.metafields.shopify.item-condition),Item material (product.metafields.shopify.item-material),Light source (product.metafields.shopify.light-source),Lighting features (product.metafields.shopify.lighting-features),Manufacturer type (product.metafields.shopify.manufacturer-type),Material (product.metafields.shopify.material),Motorcycle glove purpose (product.metafields.shopify.motorcycle-glove-purpose),Neckline (product.metafields.shopify.neckline),Occasion style (product.metafields.shopify.occasion-style),Outerwear clothing features (product.metafields.shopify.outerwear-clothing-features),Protective gear features (product.metafields.shopify.protective-gear-features),Rack type (product.metafields.shopify.rack-type),Shoe features (product.metafields.shopify.shoe-features),Shoe size (product.metafields.shopify.shoe-size),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Toe style (product.metafields.shopify.toe-style),Vehicle exhaust type (product.metafields.shopify.vehicle-exhaust-type),Vehicle frame/body features (product.metafields.shopify.vehicle-frame-body-features),Vehicle type (product.metafields.shopify.vehicle-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
arrow-yamaha-r6-2017-19-pro-race-steel-cap-dark-slip-on,ARROW YAMAHA R6 2017-19 PRO RACE STEEL CAP DARK SLIP ON,"<p><strong>Arrow Pro-Race Steel Dark Slip-On Exhaust for Yamaha R6 2017–2019</strong></p>
<p>Give your Yamaha R6 a sharper race-inspired sound and style with the Arrow Pro-Race Steel Dark Slip-On Exhaust. Designed for the Yamaha YZF-R6, this compact slip-on silencer brings MotoGP-inspired design to the street with a bold dark finish and aggressive exhaust tone.</p>
<p>The Pro-Race silencer features a short, conical body with a cylindrical outlet section, giving the bike a clean and sporty rear profile. Its dark steel silencer cover, stainless steel end cap, and stainless steel internal construction provide a strong balance of durability, performance, and premium Arrow styling.</p>
<p>Built as a single slip-on exhaust, this system is made for riders who want a lighter and sportier upgrade without replacing the full exhaust system. It delivers a deeper, fuller sound while maintaining quality fitment and everyday usability. The included DB killer helps control sound output, while the ECE approval makes it suitable for road use where local regulations allow.</p>
<p>Key Features:</p>
<ul>
<li>
<p>Product Name: Arrow Pro-Race Steel Dark Slip-On Exhaust</p>
</li>
<li>
<p>SKU / Part Number: 71863PRN</p>
</li>
<li>
<p>Fits Yamaha R6 / YZF-R6 2017–2019</p>
</li>
<li>
<p>Also commonly listed for Yamaha R6 2017–2021</p>
</li>
<li>
<p>Vehicle Type: RJ27</p>
</li>
<li>
<p>Pro-Race compact slip-on design</p>
</li>
<li>
<p>Dark steel silencer cover</p>
</li>
<li>
<p>Stainless steel end cap</p>
</li>
<li>
<p>Stainless steel internal construction</p>
</li>
<li>
<p>Short conical race-inspired body</p>
</li>
<li>
<p>Deep and aggressive Arrow exhaust tone</p>
</li>
<li>
<p>Lightweight slip-on upgrade</p>
</li>
<li>
<p>DB killer included</p>
</li>
<li>
<p>ECE approved</p>
</li>
<li>
<p>Supplied with fittings, nuts, bolts, and mounting hardware</p>
</li>
<li>
<p>Premium Italian-made Arrow construction</p>
</li>
</ul>
<p>Product Specs:</p>
<ul>
<li>
<p>Silencer Type: Single Slip-On</p>
</li>
<li>
<p>Silencer Cover: Steel Dark</p>
</li>
<li>
<p>End Cap Material: Stainless Steel</p>
</li>
<li>
<p>Internal Material: Stainless Steel</p>
</li>
<li>
<p>Body Length: 250 mm</p>
</li>
<li>
<p>Inlet Diameter: 45 mm</p>
</li>
<li>
<p>Outlet Diameter: 68 mm</p>
</li>
<li>
<p>Weight: Approx. 1.55 kg</p>
</li>
<li>
<p>DB Killer: Included</p>
</li>
<li>
<p>Approval: ECE</p>
</li>
</ul>
<p>Best For:</p>
<ul>
<li>
<p>Yamaha R6 riders</p>
</li>
<li>
<p>Street riders who want better sound and styling</p>
</li>
<li>
<p>Sportbike builds</p>
</li>
<li>
<p>Riders looking for a lightweight slip-on exhaust</p>
</li>
<li>
<p>Riders who want a compact race-inspired Arrow exhaust</p>
</li>
</ul>
<p>Important Note:<br>Please confirm exact motorcycle year and fitment before purchase. Road legality may vary depending on your country or local regulations, even if the product carries ECE approval.</p>",ARROW,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Exhaust,EXHAUST,"",true,Title,Default Title,,,,,,,,71863PRN,0.0,shopify,0,deny,manual,27500.00,,true,true,,,,,25-100709,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/ARROWYAMAHAR62017-19PRORACESTEELCAPDARKSLIPON1.jpg?v=1781863343,1,"",false,,,,,,,,,,,,,,,,,,black,,,,,,,,,,stainless-steel; metal,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
arrow-yamaha-r6-2017-19-pro-race-steel-cap-dark-slip-on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/ARROWYAMAHAR62017-19PRORACESTEELCAPDARKSLIPON2.png?v=1781863343,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arrow-pro-race-titaniumracing-collector-for-suzuki-gsx-s1000-2021-22,ARROW PRO RACE TITANIUMRACING COLLECTOR FOR SUZUKI GSX-S1000 2021-22,"<h3>Arrow Pro-Race Slip-On Exhaust Suzuki GSX-S1000</h3>
<p>At the turn of the 21st century, MotoGP saw a revolution in exhaust design that strayed away from old school round canister shapes and instead incorporated the muffler into the mid-pipe itself. This design not only reduces mass but also overall weight. Now this same design is available to you in the form of the Arrow Pro-Race Exhaust.</p>
<p>From its cone-shaped sleeve, angled round end cap, integrated exhaust hanger and TIG welding all around, this exhaust screams performance without compromise. Available in either titanium or NiChrome. NiChrome alloy is a blend of stainless steel and nickle alloy that is highly heat and corrosion-resistant. Because of the internal volume and shape of the Arrow Pro-Race, Arrow was not able to produce it for every single motorcycle. Arrow found through research that most bikes exceeded acceptable noise levels when fitted with the Pro-Race Exhaust. If your motorcycle is among the chosen few, consider yourself lucky.</p>
<h3>Features:</h3>
<ul>
<li>Increased horsepower and torque</li>
<li>Significant weight savings over stock muffler</li>
<li>Integrated TIG welded exhaust hanger</li>
</ul>",ARROW,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Exhaust,EXHAUST,"",true,Title,Default Title,,,,,,,,71938PR/71742MI,0.0,shopify,0,deny,manual,79850.00,,true,true,,,,,25-100704,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/ARROWGSX-S10002021-22PRORACETITANIUMRACINGCOLLECTOR1.webp?v=1781857082,1,"",false,,,,,,,,,,,,,,,,,,silver,,,,,,,,,,metal,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
arrow-pro-race-titaniumracing-collector-for-suzuki-gsx-s1000-2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/ARROWGSX-S10002021-22PRORACETITANIUMRACINGCOLLECTOR2.avif?v=1781857080,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arrow-pro-race-titaniumracing-collector-for-suzuki-gsx-s1000-2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/ARROWGSX-S10002021-22PRORACETITANIUMRACINGCOLLECTOR3.avif?v=1781857078,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arrow-works-titanium-with-carbon-end-cap-for-bmw-s1000xr-2021,ARROW WORKS TITANIUM WITH CARBON END CAP FOR BMW S1000XR 2021,"<p>Arrow Works Titanium Exhaust with Carbon End Cap for BMW S1000XR 2021</p>
<p>Upgrade your BMW S1000XR with the Arrow Works Titanium Exhaust with Carbon End Cap, a premium slip-on silencer designed for riders who want lighter weight, sportier sound, and high-end Italian exhaust styling.</p>
<p>Built specifically for the BMW S1000XR 2020–2023, including the 2021 model, this Arrow Works silencer features a titanium outer body with a carbon fibre end cap for a sharp race-inspired finish. The titanium construction helps reduce weight while maintaining excellent durability, while the carbon end cap gives the bike a premium performance look.</p>
<p>The Works series is designed for sport motorcycles and performance-focused riders, offering a cone-shaped silencer design that supports strong exhaust flow while helping keep noise under control. It delivers a deeper and more aggressive exhaust tone compared to the stock system, giving the S1000XR a stronger road presence and sportier riding character.</p>
<p>With stainless steel internal components, a stainless steel mid-pipe, welded mounting, and DB killer included, this exhaust is built for quality, fitment, and long-term use. It is a great upgrade for riders who want Arrow performance, lighter construction, and a cleaner rear-end look for their BMW S1000XR.</p>
<p>Key Features:</p>
<ul>
<li>
<p>Product Name: Arrow Works Titanium Exhaust with Carbon End Cap</p>
</li>
<li>
<p>Correct SKU / Part Number: 71927PK</p>
</li>
<li>
<p>Fits BMW S1000XR 2020–2023</p>
</li>
<li>
<p>Suitable for BMW S1000XR 2021</p>
</li>
<li>
<p>Titanium silencer body</p>
</li>
<li>
<p>Carbon fibre end cap</p>
</li>
<li>
<p>Stainless steel internal parts</p>
</li>
<li>
<p>Stainless steel mid-pipe</p>
</li>
<li>
<p>Cone-shaped Works silencer design</p>
</li>
<li>
<p>Sporty and aggressive Arrow exhaust sound</p>
</li>
<li>
<p>Lightweight slip-on upgrade</p>
</li>
<li>
<p>DB killer included</p>
</li>
<li>
<p>Welded mounting bracket</p>
</li>
<li>
<p>Premium Italian-made Arrow construction</p>
</li>
<li>
<p>ECE/ONU R92.01 certificate listed by retailer</p>
</li>
</ul>
<p>Product Specs:</p>
<ul>
<li>
<p>Silencer Material: Titanium</p>
</li>
<li>
<p>Rear End Cap Material: Carbon Fibre</p>
</li>
<li>
<p>Internal Material: Stainless Steel</p>
</li>
<li>
<p>Mid-Pipe Material: Stainless Steel</p>
</li>
<li>
<p>Silencer Body Length: 350 mm</p>
</li>
<li>
<p>Inlet Diameter: 60 mm</p>
</li>
<li>
<p>Outlet Diameter: 58 mm</p>
</li>
<li>
<p>Weight: Approx. 2.29 kg</p>
</li>
<li>
<p>DB Killer: Included</p>
</li>
<li>
<p>CO Sensor Plug: No</p>
</li>
<li>
<p>Oxygen Sensor Plug: No</p>
</li>
</ul>
<p>Best For:</p>
<ul>
<li>
<p>BMW S1000XR riders</p>
</li>
<li>
<p>Sport-touring builds</p>
</li>
<li>
<p>Riders looking for better sound and styling</p>
</li>
<li>
<p>Riders who want a lightweight premium slip-on exhaust</p>
</li>
<li>
<p>Riders who prefer Italian-made Arrow exhaust quality</p>
</li>
</ul>
<p>Important Note:<br>Please confirm your motorcycle year and exact fitment before purchasing. The correct part number appears to be 71927PK. If your supplier provided 9127PK, please double-check the code because it may be incomplete or mistyped.</p>",ARROW,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Exhaust,EXHAUST,"",true,Title,Default Title,,,,,,,,71927PK,0.0,shopify,1,deny,manual,45800.00,,true,true,,,,,25-100697,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/Arrow-Exhaust-Slip-On-Titanium-Carbon-Cap-BMW-S-1000-XR-2020-2023-71927PK-1.jpg?v=1781853398,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
arrow-works-titanium-with-carbon-end-cap-for-bmw-s1000xr-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/ARROWBMWS1000XR2021WORKSTITANIUMWITHCARBONENDCAP3.jpg?v=1781853396,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arrow-works-titanium-with-carbon-end-cap-for-bmw-s1000xr-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/ARROWBMWS1000XR2021WORKSTITANIUMWITHCARBONENDCAP2.jpg?v=1781853396,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arrow-racing-collector-for-bmw-r1200gs,ARROW  RACING COLLECTOR FOR BMW R1200GS,"<p>Arrow Racing Collector for BMW R1200GS</p>
<p>Upgrade your BMW R1200GS with the Arrow Racing Collector, a high-performance exhaust collector designed to improve exhaust flow, reduce restrictions, and give the bike a stronger racing character. Built for adventure riders who want better response, deeper sound, and premium Italian exhaust quality, this collector is a great upgrade for performance-focused GS builds.</p>
<p>Made from durable stainless steel, the Arrow Racing Collector is designed with carefully shaped bends and smooth junctions to help improve gas flow through the exhaust system. Its 2:1 collector layout is engineered to support better power and torque delivery while giving the motorcycle a more aggressive exhaust tone.</p>
<p>This racing collector is built to pair with compatible Arrow slip-on exhausts and selected exhaust configurations. It also includes an oxygen sensor plug for proper installation on compatible models.</p>
<p>Key Features:</p>
<ul>
<li>
<p>Product Name: Arrow Racing Collector for BMW R1200GS</p>
</li>
<li>
<p>Part Number: 71632MI</p>
</li>
<li>
<p>Fits BMW R1200GS / Adventure 2013–2018</p>
</li>
<li>
<p>Also commonly listed for BMW R1250GS 2019–2023 depending on setup</p>
</li>
<li>
<p>2:1 stainless steel collector design</p>
</li>
<li>
<p>Racing exhaust collector / header pipe upgrade</p>
</li>
<li>
<p>Designed to improve exhaust flow</p>
</li>
<li>
<p>Helps enhance power, torque, and throttle response</p>
</li>
<li>
<p>Produces a deeper and more aggressive exhaust sound</p>
</li>
<li>
<p>65mm outlet diameter</p>
</li>
<li>
<p>Oxygen sensor plug included</p>
</li>
<li>
<p>Made with durable stainless steel / Inox construction</p>
</li>
<li>
<p>Precision-made bends and collector junctions</p>
</li>
<li>
<p>Premium Italian-made Arrow exhaust quality</p>
</li>
</ul>
<p>Product Specs:</p>
<ul>
<li>
<p>Reference: 71632MI</p>
</li>
<li>
<p>Material: Stainless Steel / Inox</p>
</li>
<li>
<p>Collector Type: Racing Collector</p>
</li>
<li>
<p>Layout: 2:1</p>
</li>
<li>
<p>Outlet Diameter: 65 mm</p>
</li>
<li>
<p>Oxygen Sensor Plug: Yes</p>
</li>
<li>
<p>CO Sensor Plug: No</p>
</li>
<li>
<p>DB Killer: No</p>
</li>
<li>
<p>Weight: Approx. 2.7–2.9 kg depending on listing</p>
</li>
</ul>
<p>Best For:</p>
<ul>
<li>
<p>BMW R1200GS riders</p>
</li>
<li>
<p>BMW R1200GS Adventure riders</p>
</li>
<li>
<p>Adventure touring builds</p>
</li>
<li>
<p>Performance-focused exhaust setups</p>
</li>
<li>
<p>Riders looking for better sound, response, and exhaust flow</p>
</li>
</ul>
<p>Important Note:<br>This is a racing collector and may not be legal for public road use in some countries. Please check local road-use and emissions regulations before purchasing or installation. Fitment can vary depending on the year model and exhaust setup, so confirm compatibility before ordering.</p>",ARROW,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Exhaust,EXHAUST,"",true,Title,Default Title,,,,,,,,71632MI,0.0,shopify,0,deny,manual,45000.00,,true,true,,,,,25-100696,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/ARROWBMWR1200GSRACINGCOLLECTOR4.webp?v=1781852718,1,"",false,,,,,,,,,,,,,,,,,,silver,,,,,,,,,,stainless-steel,,,,,,,,,,,,,,,,,header-back,,,,,,,,kg,,,active
arrow-racing-collector-for-bmw-r1200gs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/ARROWBMWR1200GSRACINGCOLLECTOR3.webp?v=1781852717,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arrow-racing-collector-for-bmw-r1200gs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/ARROWBMWR1200GSRACINGCOLLECTOR6.webp?v=1781852721,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arrow-racing-collector-for-bmw-r1200gs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/ARROWBMWR1200GSRACINGCOLLECTOR5.webp?v=1781852720,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arrow-indy-race-carbon-cap-aluminum-dark-for-bmw-f900r-2020-24,ARROW  INDY RACE CARBON CAP ALUMINUM DARK FOR BMW F900R 2020 - 24,"<p>Arrow Indy-Race Aluminium Dark Exhaust with Carbon End Cap for BMW F900R 2020</p>
<p>Upgrade your BMW F900R with the Arrow Indy-Race Aluminium Dark Exhaust with Carbon End Cap, a premium slip-on silencer designed to give your bike a sportier look, deeper sound, and lighter performance feel.</p>
<p>Built specifically for the BMW F900R, this Indy-Race silencer features a dark aluminium body with a carbon fibre end cap, creating a sleek and aggressive finish that matches the naked sport styling of the F900R. Its compact Indy-Race design gives the motorcycle a sharper rear profile while adding the distinctive Arrow exhaust tone.</p>
<p>The silencer is built with stainless steel internal components for durability and long-lasting performance. Its dark aluminium outer sleeve keeps the look clean and sporty, while the carbon end cap adds a premium racing-inspired detail.</p>
<p>This exhaust is a great upgrade for riders who want improved styling, stronger sound, and trusted Italian-made Arrow quality without replacing the full exhaust system. It can also be paired with Arrow headers and link pipe options for a more performance-focused full system setup.</p>
<p>Key Features:</p>
<ul>
<li>
<p>Product Name: Arrow Indy-Race Aluminium Dark Exhaust with Carbon End Cap</p>
</li>
<li>
<p>Part Number: 71915AKN</p>
</li>
<li>
<p>Fits BMW F900R / F900R A2 2020</p>
</li>
<li>
<p>Commonly listed for BMW F900R 2020–2024</p>
</li>
<li>
<p>Dark aluminium silencer body</p>
</li>
<li>
<p>Carbon fibre end cap</p>
</li>
<li>
<p>Stainless steel internal components</p>
</li>
<li>
<p>Compact Indy-Race silencer design</p>
</li>
<li>
<p>Deep and sporty Arrow exhaust sound</p>
</li>
<li>
<p>Lightweight slip-on exhaust upgrade</p>
</li>
<li>
<p>DB killer included</p>
</li>
<li>
<p>Welded mounting bracket</p>
</li>
<li>
<p>Premium Italian-made Arrow construction</p>
</li>
<li>
<p>Designed for model-specific fitment</p>
</li>
</ul>
<p>Product Specs:</p>
<ul>
<li>
<p>Silencer Material: Aluminium Dark</p>
</li>
<li>
<p>Rear End Cap Material: Carbon Fibre</p>
</li>
<li>
<p>Internal Material: Stainless Steel</p>
</li>
<li>
<p>Silencer Body Length: 250 mm</p>
</li>
<li>
<p>Inlet Diameter: 49 mm</p>
</li>
<li>
<p>Outlet Diameter: 58 mm</p>
</li>
<li>
<p>DB Killer: Included</p>
</li>
<li>
<p>Weight: Approx. 2.37 kg</p>
</li>
</ul>
<p>Best For:</p>
<ul>
<li>
<p>BMW F900R riders</p>
</li>
<li>
<p>Naked sport motorcycle builds</p>
</li>
<li>
<p>Riders looking for better sound and styling</p>
</li>
<li>
<p>Street riders who want a premium slip-on exhaust</p>
</li>
<li>
<p>Riders who prefer Italian-made Arrow exhaust quality</p>
</li>
</ul>
<p>Optional Full System Reference:</p>
<ul>
<li>
<p>Silencer: 71915AKN</p>
</li>
<li>
<p>Headers / Mid-Pipe Bundle: 71730MI + 71729MI</p>
</li>
<li>
<p>Full System Reference: 71915AKN + 71730MI + 71729MI</p>
</li>
</ul>
<p>Important Note:<br>Please confirm exact motorcycle year and fitment before purchase. If installed as part of a full racing system, road legality and emissions compliance may change depending on your local regulations. Professional installation is recommended.</p>",ARROW,Uncategorized,EXHAUST,"",true,Title,Default Title,,,,,,,,715915AKN 71729MI 71730MI,0.0,shopify,0,deny,manual,82320.00,,true,true,,,,,25-100699,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/ARROWBMWF900R2020INDYRACECARBONCAPALUMINUMDARK4.jpg?v=1781852310,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
arrow-indy-race-carbon-cap-aluminum-dark-for-bmw-f900r-2020-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/ARROWBMWF900R2020INDYRACECARBONCAPALUMINUMDARK2.jpg?v=1781852312,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arrow-indy-race-carbon-cap-aluminum-dark-for-bmw-f900r-2020-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/ARROWBMWF900R2020INDYRACECARBONCAPALUMINUMDARK3.jpg?v=1781852311,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arrow-indy-race-carbon-cap-aluminum-dark-for-bmw-f900r-2020-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/ARROWBMWF900R2020INDYRACECARBONCAPALUMINUMDARK1.jpg?v=1781852313,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arrow-maxi-race-tech-carbon-alu-dark-for-bmw-f850gs-2018-20,ARROW MAXI RACE TECH CARBON ALU DARK FOR BMW F850GS 2018-20,"<p>Arrow Maxi Race-Tech Aluminium Dark Exhaust with Carbon End Cap for BMW F850GS 2018–2020</p>
<p>Upgrade your BMW F850GS with the Arrow Maxi Race-Tech Aluminium Dark Exhaust with Carbon End Cap, a premium slip-on silencer designed for adventure riders who want better sound, sharper styling, and trusted Italian exhaust quality.</p>
<p>Built specifically for the BMW F850GS 2018–2020, this Maxi Race-Tech silencer features a dark aluminium body with a carbon fibre end cap, giving the bike a sportier and more aggressive adventure-touring look. Its larger Maxi Race-Tech design is made for bigger displacement motorcycles, helping provide effective noise control while maintaining strong exhaust flow and performance character.</p>
<p>The aluminium dark body keeps the system lightweight, while the carbon end cap adds a premium race-inspired finish. Inside, the silencer uses stainless steel components for durability, making it suitable for touring, weekend riding, and adventure use.</p>
<p>This exhaust includes a DB killer and is designed to work with the original pipework or compatible Arrow link pipe options. When installed with the original link pipe, it can retain road-approved use depending on local regulations.</p>
<p>Key Features:</p>
<ul>
<li>
<p>Product Name: Arrow Maxi Race-Tech Aluminium Dark Exhaust with Carbon End Cap</p>
</li>
<li>
<p>Part Number: 72629AKN</p>
</li>
<li>
<p>Fits BMW F850GS 2018–2020</p>
</li>
<li>
<p>Dark aluminium silencer body</p>
</li>
<li>
<p>Carbon fibre end cap</p>
</li>
<li>
<p>Stainless steel internal components</p>
</li>
<li>
<p>Maxi Race-Tech larger silencer design</p>
</li>
<li>
<p>Designed for adventure and touring motorcycles</p>
</li>
<li>
<p>Deep and sporty Arrow exhaust sound</p>
</li>
<li>
<p>Lightweight construction compared to standard exhaust systems</p>
</li>
<li>
<p>DB killer included</p>
</li>
<li>
<p>Welded mounting bracket</p>
</li>
<li>
<p>Compatible with original pipework</p>
</li>
<li>
<p>Can be paired with Arrow link pipe options</p>
</li>
<li>
<p>Premium Italian-made Arrow exhaust quality</p>
</li>
</ul>
<p>Product Specs:</p>
<ul>
<li>
<p>Silencer Body Length: 400 mm</p>
</li>
<li>
<p>Inlet Diameter: 50 mm</p>
</li>
<li>
<p>Outlet Diameter: 50 mm</p>
</li>
<li>
<p>Weight: Approx. 3.41 kg</p>
</li>
<li>
<p>Body Material: Aluminium Dark</p>
</li>
<li>
<p>End Cap Material: Carbon Fibre</p>
</li>
<li>
<p>Internal Material: Stainless Steel</p>
</li>
<li>
<p>DB Killer: Included</p>
</li>
<li>
<p>Lambda Probe: No</p>
</li>
<li>
<p>CO Probe: No</p>
</li>
</ul>
<p>Best For:</p>
<ul>
<li>
<p>BMW F850GS riders</p>
</li>
<li>
<p>Adventure touring riders</p>
</li>
<li>
<p>Riders looking for better sound and style</p>
</li>
<li>
<p>Riders who want a lightweight slip-on exhaust upgrade</p>
</li>
<li>
<p>Touring, commuting, and weekend adventure use</p>
</li>
</ul>
<p>Important Note:<br>Please confirm exact motorcycle year and fitment before purchase. If installed with the original link pipe, the system may retain road approval depending on your location. If paired with the optional Arrow link pipe, approval status may change, especially for emissions compliance. Professional installation is recommended.</p>",ARROW,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Exhaust,EXHAUST,"",true,Title,Default Title,,,,,,,,72629AKN 71742MI 71742MI,0.0,shopify,0,deny,manual,72400.00,,true,true,,,,,25-100700,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/ARROWBMWF850GS2018-20MAXIRACETECHCARBONALUDARK5.webp?v=1781851565,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
arrow-maxi-race-tech-carbon-alu-dark-for-bmw-f850gs-2018-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/ARROWBMWF850GS2018-20MAXIRACETECHCARBONALUDARK4.webp?v=1781851564,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arrow-maxi-race-tech-carbon-alu-dark-for-bmw-f850gs-2018-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/ARROWBMWF850GS2018-20MAXIRACETECHCARBONALUDARK2.webp?v=1781851561,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
